677,2002-02-27,6y,2.7304
678,2002-02-27,7y,2.8445
679,2002-02-27,8y,2.9521
680,2002-02-27,9y,3.0533
681,2002-02-27,10y,3.1481
682,2002-02-27,15y,3.5256
683,2002-02-27,20y,3.7425
684,2002-02-27,30y,3.6946
685,2002-02-28,0d,1.9053
686,2002-02-28,1m,1.9181
687,2002-02-28,2m,1.9308
688,2002-02-28,3m,1.9435
689,2002-02-28,6m,1.9814
690,2002-02-28,9m,2.0189
691,2002-02-28,1y,2.056
692,2002-02-28,2y,2.2004
693,2002-02-28,3y,2.3386
694,2002-02-28,4y,2.4706
695,2002-02-28,5y,2.5964
696,2002-02-28,6y,2.7158
697,2002-02-28,7y,2.8291
698,2002-02-28,8y,2.9361
699,2002-02-28,9y,3.0369
700,2002-02-28,10y,3.1315
701,2002-02-28,15y,3.5106
702,2002-02-28,20y,3.7338
703,2002-02-28,30y,3.7123
704,2002-03-01,0d,1.9359
705,2002-03-01,1m,1.948
706,2002-03-01,2m,1.9602
707,2002-03-01,3m,1.9722
708,2002-03-01,6m,2.0082
709,2002-03-01,9m,2.0438
710,2002-03-01,1y,2.0791
711,2002-03-01,2y,2.2167
712,2002-03-01,3y,2.3487
713,2002-03-01,4y,2.4751
714,2002-03-01,5y,2.5959
715,2002-03-01,6y,2.711
716,2002-03-01,7y,2.8205
717,2002-03-01,8y,2.9245
718,2002-03-01,9y,3.0228
719,2002-03-01,10y,3.1155
720,2002-03-01,15y,3.4947
721,2002-03-01,20y,3.7336
722,2002-03-01,30y,3.7903
723,2002-03-04,0d,2.0187
724,2002-03-04,1m,2.0292
725,2002-03-04,2m,2.0398
726,2002-03-04,3m,2.0503
727,2002-03-04,6m,2.0818
728,2002-03-04,9m,2.1129
729,2002-03-04,1y,2.1438
730,2002-03-04,2y,2.2648
731,2002-03-04,3y,2.3816
732,2002-03-04,4y,2.4943
733,2002-03-04,5y,2.6028
734,2002-03-04,6y,2.7071
735,2002-03-04,7y,2.8073
736,2002-03-04,8y,2.9033
737,2002-03-04,9y,2.9951
738,2002-03-04,10y,3.0828
739,2002-03-04,15y,3.4586
740,2002-03-04,20y,3.7302
741,2002-03-04,30y,3.9611
742,2002-03-05,0d,1.9382
743,2002-03-05,1m,1.9498
744,2002-03-05,2m,1.9615
745,2002-03-05,3m,1.9731
746,2002-03-05,6m,2.0076
747,2002-03-05,9m,2.0418
748,2002-03-05,1y,2.0757
749,2002-03-05,2y,2.2082
750,2002-03-05,3y,2.3356
751,2002-03-05,4y,2.4579
752,2002-03-05,5y,2.5751
753,2002-03-05,6y,2.6872
754,2002-03-05,7y,2.7943
755,2002-03-05,8y,2.8963
756,2002-03-05,9y,2.9932
757,2002-03-05,10y,3.085
758,2002-03-05,15y,3.468
759,2002-03-05,20y,3.724
760,2002-03-05,30y,3.8552
761,2002-03-06,0d,1.7784
762,2002-03-06,1m,1.7921
763,2002-03-06,2m,1.8058
764,2002-03-06,3m,1.8194
765,2002-03-06,6m,1.86
766,2002-03-06,9m,1.9001
767,2002-03-06,1y,1.9399
768,2002-03-06,2y,2.0945
769,2002-03-06,3y,2.2423
770,2002-03-06,4y,2.3833
771,2002-03-06,5y,2.5175
772,2002-03-06,6y,2.6449
773,2002-03-06,7y,2.7655
774,2002-03-06,8y,2.8793
775,2002-03-06,9y,2.9863
776,2002-03-06,10y,3.0864
777,2002-03-06,15y,3.4851
778,2002-03-06,20y,3.7137
779,2002-03-06,30y,3.6601
780,2002-03-07,0d,1.7614
781,2002-03-07,1m,1.7753
782,2002-03-07,2m,1.7891
783,2002-03-07,3m,1.8029
784,2002-03-07,6m,1.844
785,2002-03-07,9m,1.8846
786,2002-03-07,1y,1.9249
787,2002-03-07,2y,2.0814
788,2002-03-07,3y,2.231
789,2002-03-07,4y,2.3736
790,2002-03-07,5y,2.5093
791,2002-03-07,6y,2.6381
792,2002-03-07,7y,2.76
793,2002-03-07,8y,2.8749
794,2002-03-07,9y,2.9829
795,2002-03-07,10y,3.084
796,2002-03-07,15y,3.4853
797,2002-03-07,20y,3.7134
798,2002-03-07,30y,3.6497
799,2002-03-08,0d,1.7253
800,2002-03-08,1m,1.7398
801,2002-03-08,2m,1.7543
802,2002-03-08,3m,1.7687
803,2002-03-08,6m,1.8117
804,2002-03-08,9m,1.8541
805,2002-03-08,1y,1.8961
806,2002-03-08,2y,2.0587
807,2002-03-08,3y,2.2132
808,2002-03-08,4y,2.3595
809,2002-03-08,5y,2.4976
810,2002-03-08,6y,2.6275
811,2002-03-08,7y,2.7493
812,2002-03-08,8y,2.8629
813,2002-03-08,9y,2.9683
814,2002-03-08,10y,3.0656
815,2002-03-08,15y,3.4291
816,2002-03-08,20y,3.5883
817,2002-03-08,30y,3.2935
818,2002-03-11,0d,1.757
819,2002-03-11,1m,1.7715
820,2002-03-11,2m,1.786
821,2002-03-11,3m,1.8004
822,2002-03-11,6m,1.8432
823,2002-03-11,9m,1.8855
824,2002-03-11,1y,1.9272
825,2002-03-11,2y,2.0888
826,2002-03-11,3y,2.2419
827,2002-03-11,4y,2.3863
828,2002-03-11,5y,2.5222
